plant_month,total_trees,species,care_taker,address,site_info
2018-11-01 00:00:00 UTC,1,Arbutus 'Marina' :: Hybrid Strawberry Tree,Private,74 Niagara Ave,Sidewalk: Curb side : Cutout
2018-11-01 00:00:00 UTC,1,Arbutus 'Marina' :: Hybrid Strawberry Tree,Private,90 Niagara Ave,Sidewalk: Curb side : Cutout
2018-11-01 00:00:00 UTC,1,Arbutus 'Marina' :: Hybrid Strawberry Tree,Private,65 Niagara Ave,Sidewalk: Curb side : Cutout
2018-11-01 00:00:00 UTC,1,Arbutus 'Marina' :: Hybrid Strawberry Tree,Private,78 Niagara Ave,Sidewalk: Curb side : Cutout
2018-11-01 00:00:00 UTC,1,Arbutus 'Marina' :: Hybrid Strawberry Tree,Private,1856 28th Ave,Sidewalk: Curb side : Yard
2018-11-01 00:00:00 UTC,4,Arbutus 'Marina' :: Hybrid Strawberry Tree,DPW,10 Niagara Ave,Sidewalk: Curb side : Cutout
2018-11-01 00:00:00 UTC,1,Arbutus 'Marina' :: Hybrid Strawberry Tree,Private,61 Niagara Ave,Sidewalk: Curb side : Cutout
2018-11-01 00:00:00 UTC,1,Arbutus 'Marina' :: Hybrid Strawberry Tree,Private,87 Niagara Ave,Sidewalk: Curb side : Cutout
2018-11-01 00:00:00 UTC,1,Arbutus 'Marina' :: Hybrid Strawberry Tree,Private,59 Niagara Ave,Sidewalk: Curb side : Cutout
2018-11-01 00:00:00 UTC,1,Arbutus 'Marina' :: Hybrid Strawberry Tree,DPW,24 Niagara Ave,Sidewalk: Curb side : Cutout
2018-11-01 00:00:00 UTC,1,Arbutus 'Marina' :: Hybrid Strawberry Tree,Private,29 Niagara Ave,Sidewalk: Curb side : Cutout
2018-11-01 00:00:00 UTC,1,Arbutus 'Marina' :: Hybrid Strawberry Tree,Private,63 Niagara Ave,Sidewalk: Curb side : Cutout
2018-11-01 00:00:00 UTC,1,Callistemon viminalis :: Weeping Bottlebrush,Private,2655 Polk St,Sidewalk: Curb side : Cutout
2018-11-01 00:00:00 UTC,1,Callistemon viminalis :: Weeping Bottlebrush,Private,300x Howth St,Sidewalk: Curb side : Cutout
2018-11-01 00:00:00 UTC,1,Elaeocarpus decipiens :: Japanese Blueberry Tree,Private,724 Francisco St,Sidewalk: Curb side : Cutout
2018-11-01 00:00:00 UTC,1,Ginkgo biloba 'Autumn Gold' :: Ginkgo: Autumn Gold,Private,2512 Polk St,Sidewalk: Curb side : Cutout
2018-11-01 00:00:00 UTC,1,Ginkgo biloba 'Autumn Gold' :: Ginkgo: Autumn Gold,Private,2113 Jones St,Sidewalk: Curb side : Cutout
2018-11-01 00:00:00 UTC,1,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,Private,1406 California St,Sidewalk: Curb side : Cutout
2018-11-01 00:00:00 UTC,1,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,Private,4620 California St,Sidewalk: Curb side : Cutout
2018-11-01 00:00:00 UTC,1,Olea europaea 'Wilsonii' :: Wilson Olive Semi-fruitless,Private,2325 Larkin St,Sidewalk: Curb side : Cutout
2018-11-01 00:00:00 UTC,1,Olea europaea 'Wilsonii' :: Wilson Olive Semi-fruitless,Private,2115 Larkin St,Sidewalk: Curb side : Cutout
2018-11-01 00:00:00 UTC,1,Olea europaea 'Wilsonii' :: Wilson Olive Semi-fruitless,Private,1386 Green St,Sidewalk: Curb side : Cutout
2018-11-01 00:00:00 UTC,1,Olea europaea 'Wilsonii' :: Wilson Olive Semi-fruitless,Private,1381 Filbert St,Sidewalk: Curb side : Cutout
2018-11-01 00:00:00 UTC,1,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,Private,1863 Hyde St,Sidewalk: Curb side : Cutout
2018-11-01 00:00:00 UTC,2,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,Private,1381 Filbert St,Sidewalk: Curb side : Cutout
2018-11-01 00:00:00 UTC,3,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,Fire Dept,250X Pixley St,Sidewalk: Curb side : Cutout
2018-11-01 00:00:00 UTC,1,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,Private,38 Fountain St,Sidewalk: Curb side : Cutout
2018-11-01 00:00:00 UTC,1,Platanus x hispanica 'Columbia' :: Columbia Hybrid Plane Tree,Private,1455 Market St,Sidewalk: Curb side : Cutout
2018-11-01 00:00:00 UTC,1,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,Private,2515 Polk St,Sidewalk: Curb side : Cutout
2018-11-01 00:00:00 UTC,2,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',Private,27 Waverly Pl,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,2,Tree(s) ::,Private,2 Garfield St,Side Yard : Yard
2018-09-01 00:00:00 UTC,1,Tree(s) ::,Private,655 Sunnydale Ave,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,1,Tree(s) ::,Private,1822 15th St,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,1,Tree(s) ::,Private,1787 Alabama St,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,1,Tree(s) ::,Private,157 Prospect Ave,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,1,Olea Majestic Beauty ::,Private,2622 19th St,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,1,Magnolia spp :: Magnolia,Private,356 Willard North St,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,1,Maytenus boaria :: Mayten,Private,810 Eddy St,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,2,Quercus suber :: Cork Oak,Private,3686 20th St,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,1,Olea europaea :: Olive Tree,Private,45 Homestead St,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,4,Quercus robur :: English Oak,Private,1450 17th St,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,1,Juniperus chinensis :: Juniper,Private,2800 Fillmore St,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,1,Prunus cerasifera :: Cherry Plum,Private,3521 Sacramento St,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,1,Prunus cerasifera :: Cherry Plum,Private,1857 McAllister St,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,2,Pyrus kawakamii :: Evergreen Pear,Private,75 Arkansas St,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,14,Melaleuca quinquenervia :: Cajeput,Private,1650 Owen St,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,9,Melaleuca quinquenervia :: Cajeput,Private,1700 Owen St,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,2,Prunus blireiana :: Flowering Plum,Private,1508 Baker St,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,1,Eriobotrya deflexa :: Bronze Loquat,Private,551 Central Ave,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,1,Syagrus romanzoffianum :: Queen Palm,Private,412 Hearst Ave,Sidewalk: Property side : Yard
2018-09-01 00:00:00 UTC,1,Lagunaria patersonii :: Primrose Tree,Private,439 43rd Ave,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,1,Lophostemon confertus :: Brisbane Box,DPW,1425X Innes Ave,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,1,Lophostemon confertus :: Brisbane Box,DPW,1954 Alemany Blvd,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,1,Tristaniopsis laurina :: Swamp Myrtle,Private,472 Oak St,:
2018-09-01 00:00:00 UTC,1,Tristaniopsis laurina :: Swamp Myrtle,Private,1935 34th Ave,Sidewalk: Property side : Cutout
2018-09-01 00:00:00 UTC,1,Pittosporum undulatum :: Victorian Box,Private,50 Walnut St,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,1,Pittosporum undulatum :: Victorian Box,Private,2308 Filbert St,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,1,Magnolia grandiflora :: Southern Magnolia,Private,4540 19th St,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,1,Arbutus 'Marina' :: Hybrid Strawberry Tree,Private,44 Woodward St,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,1,Arbutus 'Marina' :: Hybrid Strawberry Tree,Private,503 Anderson St,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,1,Arbutus 'Marina' :: Hybrid Strawberry Tree,DPW,2439 Cabrillo St,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,1,Arbutus 'Marina' :: Hybrid Strawberry Tree,Private,4068 Cesar Chavez St,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,1,Callistemon viminalis :: Weeping Bottlebrush,Private,4740 Balboa St,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,4,Olea europaea 'Fruitless' :: Fruitless Olive,Private,1598 Bay St,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,4,Olea europaea 'Fruitless' :: Fruitless Olive,Private,3600 Buchanan St,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,3,Platanus x hispanica :: Sycamore: London Plane,Private,851 Minnesota St,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,1,Magnolia grandiflora 'Russet' :: Russet Magnolia,Private,1225 Dolores St,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,3,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,Private,595 Mariposa St,Sidewalk: Curb side : Cutout
2018-09-01 00:00:00 UTC,5,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',Private,1404 Mission St,Sidewalk: Curb side : Cutout
2018-12-01 00:00:00 UTC,1,Tree(s) ::,Private,150 Yerba Buena Ave,Sidewalk: Curb side : Yard
2018-12-01 00:00:00 UTC,1,Tree(s) ::,Private,5827 Diamond Heights Blvd,Front Yard : Yard
2018-12-01 00:00:00 UTC,1,Tree(s) ::,Private,243 Vicente St,Sidewalk: Curb side : Cutout
2018-12-01 00:00:00 UTC,1,Tree(s) ::,Private,2995 Harrison St,Sidewalk: Curb side : Cutout
2018-12-01 00:00:00 UTC,2,Olea europaea :: Olive Tree,Private,2828 Webster St,Sidewalk: Curb side : Cutout
2018-12-01 00:00:00 UTC,1,Olea europaea :: Olive Tree,Private,1806 Noriega St,Sidewalk: Curb side : Cutout
2018-12-01 00:00:00 UTC,1,Acer buergeranum :: Trident Maple,Private,2850 25th St,Sidewalk: Curb side : Cutout
2018-12-01 00:00:00 UTC,1,Jacaranda mimosifolia :: Jacaranda,Private,509 Holyoke St,Sidewalk: Curb side : Cutout
2018-12-01 00:00:00 UTC,1,Melaleuca quinquenervia :: Cajeput,Private,1286 Church St,Sidewalk: Curb side : Cutout
2018-12-01 00:00:00 UTC,1,Melaleuca quinquenervia :: Cajeput,Private,2x Guerrero St,Sidewalk: Curb side : Cutout
2018-12-01 00:00:00 UTC,1,Quercus agrifolia :: Coast Live Oak,Private,965 Powhattan Ave,Side Yard : Yard
2018-12-01 00:00:00 UTC,1,Lagunaria patersonii :: Primrose Tree,Private,2051 34th Ave,Sidewalk: Curb side : Cutout
2018-12-01 00:00:00 UTC,6,Tristaniopsis laurina :: Swamp Myrtle,Private,2051 34th Ave,Sidewalk: Curb side : Cutout
2018-12-01 00:00:00 UTC,1,Tristaniopsis laurina :: Swamp Myrtle,Private,432 Kirkham St,Sidewalk: Curb side : Cutout
2018-12-01 00:00:00 UTC,1,Tristaniopsis laurina :: Swamp Myrtle,Private,1054 DIVISADERO ST,Sidewalk: Curb side : Cutout
2018-12-01 00:00:00 UTC,1,Betula pendula :: European White Birch,Private,256 Richland Ave,Sidewalk: Curb side : Cutout
2018-12-01 00:00:00 UTC,2,Rhamnus alaternus :: Italian Buckthorn,Private,1178 Alemany Blvd,Sidewalk: Curb side : Cutout
2018-12-01 00:00:00 UTC,1,Rhamnus alaternus :: Italian Buckthorn,Private,121 Cayuga Ave,Sidewalk: Curb side : Cutout
2018-12-01 00:00:00 UTC,1,Cupaniopsis anacardioides :: Carrotwood,Private,2762 23rd St,Sidewalk: Curb side : Cutout
2018-12-01 00:00:00 UTC,6,Callistemon citrinus :: Lemon Bottlebrush,Private,955 Bryant St,Sidewalk: Curb side : Cutout
2018-12-01 00:00:00 UTC,1,Magnolia grandiflora :: Southern Magnolia,Private,1025 Powhattan Ave,Sidewalk: Curb side : Cutout
2018-12-01 00:00:00 UTC,1,Magnolia grandiflora :: Southern Magnolia,Private,965 Powhattan Ave,Sidewalk: Curb side : Cutout
2018-12-01 00:00:00 UTC,2,Magnolia grandiflora :: Southern Magnolia,Private,985 Powhattan Ave,Sidewalk: Curb side : Cutout
2018-12-01 00:00:00 UTC,2,Arbutus 'Marina' :: Hybrid Strawberry Tree,Private,3075 25th Ave,Sidewalk: Property side : Yard
2018-12-01 00:00:00 UTC,1,Arbutus 'Marina' :: Hybrid Strawberry Tree,Private,1527 37th Ave,Sidewalk: Curb side : Cutout
2018-12-01 00:00:00 UTC,1,Olea europaea 'Fruitless' :: Fruitless Olive,Private,244 Ashton Ave,Sidewalk: Curb side : Cutout
2018-12-01 00:00:00 UTC,1,Olea europaea 'Fruitless' :: Fruitless Olive,Private,470 33rd Ave,Sidewalk: Curb side : Cutout
2018-12-01 00:00:00 UTC,1,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,DPW,1508 Alemany Blvd,Sidewalk: Curb side : Cutout
2018-12-01 00:00:00 UTC,1,Eucalyptus nicholii :: Nichol's Willow-Leafed Peppermint,DPW,500X Lake St,Sidewalk: Curb side : Cutout
2018-12-01 00:00:00 UTC,2,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,Private,121 Lake St,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Tree(s) ::,Private,624 London St,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Tree(s) ::,Private,281 Rose St,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Tree(s) ::,Private,224 Brazil Ave,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Tree(s) ::,Private,552 Arkansas St,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Fraxinus spp :: Ash Spp,Private,250 10th St,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Acer rubrum :: Red Maple,DPW,2775 Pine St,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Crateagus spp :: Hawthorn,Private,299 Rose St,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Ulmus parvifolia :: Chinese Elm,Private,251 Laguna St,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Podocarpus gracilor :: Fern Pine,Private,218 Congdon St,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Prunus cerasifera :: Cherry Plum,Private,260 10th St,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,2,Prunus cerasifera :: Cherry Plum,Private,130x Shipley St,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Prunus cerasifera :: Cherry Plum,Private,230 10th St,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Prunus cerasifera :: Cherry Plum,DPW,260 10th St,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Ligustrum lucidum :: Glossy Privet,Private,164 Ocean Ave,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Cercis canadensis :: Eastern Redbud,DPW,978 Guerrero St,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Cordyline australis :: Dracena Palm,Private,4023 Pacheco St,Sidewalk: Property side : Cutout
2018-10-01 00:00:00 UTC,1,Eriobotrya deflexa :: Bronze Loquat,DPW,2 Cabrillo St,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Agonis flexuosa :: Peppermint Willow,Private,90 Leese St,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Lophostemon confertus :: Brisbane Box,Private,200 Van Ness Ave,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Lophostemon confertus :: Brisbane Box,Private,190x Storrie St,Sidewalk: Property side : Yard
2018-10-01 00:00:00 UTC,2,Prunus serrulata :: Ornamental Cherry,Private,260 Rose St,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,2,Tristaniopsis laurina :: Swamp Myrtle,Private,25 Farragut Ave,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Tristaniopsis laurina :: Swamp Myrtle,Private,301x Congdon St,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Tristaniopsis laurina :: Swamp Myrtle,DPW,2588 San Jose Ave,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Tristaniopsis laurina :: Swamp Myrtle,Private,5330 Mission St,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Tristaniopsis laurina :: Swamp Myrtle,Private,2799X San Jose Ave,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Tristaniopsis laurina :: Swamp Myrtle,Private,610 Cortland Ave,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Tristaniopsis laurina :: Swamp Myrtle,DPW,2229 San Jose Ave,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Tristaniopsis laurina :: Swamp Myrtle,Private,307 Detroit St,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Acacia melanoxylon :: Blackwood Acacia,Private,1700 North Point St,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,2,Pittosporum undulatum :: Victorian Box,Private,280 Diamond St,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Melaleuca ericifolia :: Heath Melaleuca,DPW,49 Ocean Ave,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Eucalyptus camaldulensis :: River Red Gum,Private,250 10th St,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Magnolia grandiflora :: Southern Magnolia,Private,2518 Buchanan St,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Arbutus 'Marina' :: Hybrid Strawberry Tree,Private,1483 29th Ave,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Arbutus 'Marina' :: Hybrid Strawberry Tree,Private,2799X San Jose Ave,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Callistemon viminalis :: Weeping Bottlebrush,Private,4650 Mission St,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,2,Platanus x hispanica :: Sycamore: London Plane,Private,200X Van Ness Ave,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,Private,250 10th St,Sidewalk: Curb side : Cutout
2018-10-01 00:00:00 UTC,1,Magnolia grandiflora 'D.D. Blanchard' :: D.D. Blanchard Southern Magnolia,Private,456 Lisbon St,Sidewalk: Curb side : Cutout
